year,make,model,trim,trim_id,tc_body,msrp,invoice,pct_discount,n_ind_transactions
2012,Honda,Civic Sedan,4dr Man Si w/Navi,332473,Sedan,24845,23135.12,0.08026168,2223
2012,Honda,Civic Sedan,4dr Man DX,332474,Sedan,16745,15636.14,0.08032583,2223
2012,Honda,Civic Sedan,4dr Auto DX,332475,Sedan,17545,16376.78,0.08031825,2223
2012,Honda,Civic Sedan,4dr Man LX,332477,Sedan,18795,17534.03,0.08030706,2223
2012,Honda,Civic Sedan,4dr Auto LX,332478,Sedan,19595,18274.67,0.08030028,2223
2012,Honda,Civic Sedan,4dr Auto HF,332481,Sedan,20395,19015.31,0.08029377,2223
2012,Honda,Civic Sedan,4dr Auto EX,332484,Sedan,21445,19987.4,0.08028561,2223
2012,Honda,Civic Sedan,4dr Auto EX w/Navi,332485,Sedan,22945,21376.1,0.08027461,2223
2012,Honda,Civic Sedan,4dr Auto EX-L,332488,Sedan,22895,21329.81,0.08027497,2223
2012,Honda,Civic Sedan,4dr Auto EX-L w/Navi,332490,Sedan,24395,22718.51,0.08026465,2223
2012,Toyota,Yaris,3dr Liftback Man L,332492,Hatchback,14910,14346,0.03505816,31
2012,Toyota,Yaris,3dr Liftback Auto L,332495,Hatchback,15635,15041,0.03505044,31
2012,Toyota,Yaris,3dr Liftback Auto LE,332498,Hatchback,16420,15795,0.03504247,31
2012,Toyota,Yaris,5dr Liftback Auto L,332501,Hatchback,15935,15329,0.03504735,31
2012,Toyota,Yaris,5dr Liftback Man SE,332504,Hatchback,17195,16538,0.03503497,31
2012,Toyota,Yaris,5dr Liftback Auto SE,332507,Hatchback,17995,17305,0.03502758,31
2012,Toyota,Yaris,5dr Liftback Auto LE,332510,Hatchback,16895,16250,0.03503783,31
2012,Toyota,Camry,4dr Sedan I4 Auto L,332530,Sedan,22850,20976,0.06212133,3833
2012,Toyota,Camry,4dr Sedan I4 Auto LE,332533,Sedan,23395,21474,0.0621175,3833
2012,Toyota,Camry,4dr Sedan I4 Auto SE,332536,Sedan,24015,21924,0.06132482,2705
2012,Toyota,Camry,4dr Sedan I4 Auto XLE,332539,Sedan,25570,23342,0.06131462,2705
2012,Toyota,Camry,4dr Sedan V6 Auto SE,332542,Sedan,27705,25283,0.06057503,2705
2012,Toyota,Camry,4dr Sedan V6 Auto XLE,332545,Sedan,30910,28199,0.06055723,2705
2012,Toyota,Tacoma,2WD Reg Cab I4 MT,332548,Truck,17970,17060,0.03056258,3
2012,Toyota,Tacoma,2WD Reg Cab I4 AT,332551,Truck,18870,17912,0.03078715,3
2012,Toyota,Tacoma,2WD Access Cab I4 MT,332554,Truck,20760,19515,0.03976347,9
2012,Toyota,Tacoma,2WD Access Cab I4 AT,332557,Truck,21660,20358,0.03995849,9
2012,Toyota,Tacoma,2WD Access Cab I4 AT PreRunner,332560,Truck,22420,21073,0.04011697,9
2012,Toyota,Tacoma,2WD Access Cab V6 MT X-Runner,332563,Truck,27475,25811,0.03377672,9
2012,Toyota,Tacoma,2WD Access Cab V6 AT PreRunner,332566,Truck,23855,22416,0.03312748,9
2012,Toyota,Tacoma,2WD Double Cab I4 AT,332569,Truck,23270,21620,0.04966867,24
2012,Toyota,Tacoma,2WD Double Cab I4 AT PreRunner,332572,Truck,23920,22223,0.04979527,24
2012,Toyota,Tacoma,2WD Double Cab V6 AT PreRunner,332575,Truck,25355,23551,0.04278841,24
2012,Toyota,Tacoma,2WD Double Cab LB V6 AT PreRunner,332578,Truck,25855,24014,0.04287815,24
2012,Toyota,Tacoma,4WD Reg Cab I4 MT,332581,Truck,21820,20705,0.03236495,3
2012,Toyota,Tacoma,4WD Reg Cab I4 AT,332584,Truck,22950,21774,0.03259697,3
2012,Toyota,Tacoma,4WD Access Cab I4 MT,332587,Truck,24595,23111,0.04145276,9
2012,Toyota,Tacoma,4WD Access Cab I4 AT,332590,Truck,25495,23955,0.04161792,9
2012,Toyota,Tacoma,4WD Access Cab V6 MT,332593,Truck,26150,24568,0.0344599,9
2012,Toyota,Tacoma,4WD Access Cab V6 AT,332596,Truck,27030,25394,0.034612,9
2012,Toyota,Tacoma,4WD Double Cab V6 MT,332599,Truck,27550,25584,0.04408026,24
2012,Toyota,Tacoma,4WD Double Cab V6 AT,332602,Truck,28430,26400,0.04422475,24
2012,Toyota,Tacoma,4WD Double Cab LB V6 AT,332605,Truck,28930,26864,0.04430487,24
2012,Audi,A7,4dr HB quattro 3.0 Prestige,332615,Hatchback,60125,55978,0.07845255,16
2012,Audi,A7,4dr HB quattro 3.0 Premium Plus,332616,Hatchback,60125,55978,0.07845255,16
2012,Audi,A7,4dr HB quattro 3.0 Premium,332617,Hatchback,60125,55978,0.07845255,16
2012,Toyota,Highlander Hybrid,4WD 4dr,332632,SUV,39560,36462,0.05363867,2
2012,Toyota,Highlander Hybrid,4WD 4dr Limited,332635,SUV,45215,41443,0.07045442,1
2012,Toyota,Highlander,FWD 4dr I4,332638,SUV,29085,26628,0.07254835,36
2012,Toyota,Highlander,FWD 4dr I4 SE,332641,SUV,33690,30832,0.07252445,36
2012,Toyota,Highlander,FWD 4dr V6,332644,SUV,30240,27683,0.07181547,36
2012,Toyota,Highlander,FWD 4dr V6 SE,332647,SUV,34845,31887,0.07179242,36
2012,Toyota,Highlander,FWD 4dr V6  Limited,332650,SUV,36590,33480,0.07178448,36
2012,Toyota,Highlander,4WD 4dr V6,332653,SUV,31690,29006,0.07152983,36
2012,Toyota,Highlander,4WD 4dr V6 SE,332656,SUV,36295,33211,0.07150777,36
2012,Toyota,Highlander,4WD 4dr V6  Limited,332659,SUV,38040,34804,0.07150013,36
2012,Toyota,Tundra 2WD Truck,Reg Cab 4.0L V6 5-Spd AT ,332672,Truck,26150,24389,0.05084346,2
2012,Toyota,Tundra 2WD Truck,Reg Cab 4.6L V8 6-Spd AT ,332675,Truck,27350,25505,0.0507297,2
2012,Toyota,Tundra 2WD Truck,Reg Cab LB 4.0L V6 5-Spd AT ,332678,Truck,26480,24697,0.05083522,2
2012,Toyota,Tundra 2WD Truck,Reg Cab LB 5.7L V8 6-Spd AT ,332681,Truck,28625,26691,0.05112092,2
2012,Toyota,Tundra 2WD Truck,Double Cab 4.0L V6 5-Spd AT ,332684,Truck,28360,26307,0.05827053,12
2012,Toyota,Tundra 2WD Truck,Double Cab 4.6L V8 6-Spd AT ,332687,Truck,28505,26441,0.05829396,12
2012,Toyota,Tundra 2WD Truck,Double Cab 5.7L V8 6-Spd AT ,332690,Truck,29750,27594,0.05849042,12
2012,Toyota,Tundra 2WD Truck,Double Cab 5.7L V8 6-Spd AT LTD,332693,Truck,38995,36145,0.05973395,12
2012,Toyota,Tundra 2WD Truck,Double Cab LB 5.7L V8 6-Spd AT ,332696,Truck,30740,28509,0.05864085,12
2012,Toyota,Tundra 2WD Truck,CrewMax 4.6L V8 6-Spd AT ,332699,Truck,31330,29055,0.05872821,12
2012,Toyota,Tundra 2WD Truck,CrewMax 5.7L V8 6-Spd AT ,332702,Truck,32575,30208,0.05890729,12
2012,Toyota,Tundra 2WD Truck,CrewMax 5.7L V8 6-Spd AT LTD,332705,Truck,41530,38490,0.06002339,12
2012,Toyota,Tundra 4WD Truck,Reg Cab 5.7L V8 6-Spd AT,332715,Truck,31345,29221,0.05232096,2
2012,Toyota,Tundra 4WD Truck,Reg Cab LB 5.7L V8 6-Spd AT,332721,Truck,31675,29528,0.05236236,2
2012,Toyota,Tundra 4WD Truck,Double Cab 4.6L V8 6-Spd AT,332727,Truck,31555,29263,0.03911565,30
2012,Toyota,Tundra 4WD Truck,Double Cab 5.7L V8 6-Spd AT,332730,Truck,32800,30414,0.03929348,30
2012,Toyota,Tundra 4WD Truck,Double Cab 5.7L V8 6-Spd AT LTD,332736,Truck,42055,38976,0.04043567,30
2012,Toyota,Tundra 4WD Truck,Double Cab LB 5.7L V8 6-Spd AT,332743,Truck,33790,31331,0.03943013,30
2012,Toyota,Tundra 4WD Truck,CrewMax 4.6L V8 6-Spd AT,332748,Truck,34380,31877,0.03950968,30
2012,Toyota,Tundra 4WD Truck,CrewMax 5.7L V8 6-Spd AT,332751,Truck,35625,33028,0.03967315,30
2012,Toyota,Tundra 4WD Truck,CrewMax 5.7L V8 6-Spd AT LTD,332757,Truck,44590,41321,0.04070465,30
2012,Ford,Transit Connect Wagon,4dr Wagon XLT,332778,Van,24485,22866,0.03794633,14
2012,Ford,Transit Connect Wagon,4dr Wagon XLT Premium,332779,Van,24635,23002,0.03796532,14
2012,Ford,Transit Connect,"114.6"" XL w/o side or rear door glass",332784,Van,22860,21387,0.04379364,93
2012,Ford,Transit Connect,"114.6"" XLT w/o side or rear door glass",332785,Van,23920,22352,0.04393458,93
2012,Ford,Transit Connect,"114.6"" XL w/rear door privacy glass",332786,Van,23045,21556,0.0438187,93
2012,Ford,Transit Connect,"114.6"" XLT w/rear door privacy glass",332787,Van,24260,22661,0.04397846,93
2012,Ford,Transit Connect,"114.6"" XL w/side & rear door privacy glass",332788,Van,23115,21619,0.04382813,93
2012,Ford,Transit Connect,"114.6"" XLT w/side & rear door privacy glass",332789,Van,24330,22724,0.04398742,93
2012,Ford,Fusion,4dr Sedan S FWD,332790,Sedan,21500,20176,0.05036862,-1
2012,Ford,Fusion,4dr Sedan SE FWD,332791,Sedan,23770,22012,0.05169415,39
2012,Ford,Fusion,4dr Sedan SEL FWD,332792,Sedan,26220,24218,0.05199918,39
2012,Ford,Fusion,4dr Sedan SEL AWD,332793,Sedan,29765,27408,0.04925088,39
2012,Ford,Fusion,4dr Sedan SPORT FWD,332794,Sedan,28020,25838,0.0497699,39
2012,Ford,Fusion,4dr Sedan SPORT AWD,332795,Sedan,29970,27592,0.04927222,39
2012,Ford,Fusion,4dr Sedan Hybrid FWD,332796,Sedan,29570,27232,0.05237305,39
2012,FIAT,500,2dr Conv Pop,332881,Convertible,20200,19475,0.02530216,9
2012,FIAT,500,2dr Conv Lounge,332882,Convertible,23200,22265,0.05139432,8
2012,Chevrolet,Silverado 1500,"2WD Reg Cab 119.0"" Work Truck",332913,Truck,23190,22302.21,0.01006188,36
2012,Chevrolet,Silverado 1500,"2WD Reg Cab 119.0"" LT",332914,Truck,28545,26616.5,0.03171391,103
2012,Chevrolet,Silverado 1500,"2WD Reg Cab 133.0"" Work Truck",332915,Truck,23580,22676.61,0.01011373,36
2012,Chevrolet,Silverado 1500,"2WD Reg Cab 133.0"" LT",332916,Truck,28670,26732.76,0.0317275,103
2012,Chevrolet,Silverado 1500,"2WD Ext Cab 143.5"" Work Truck",332917,Truck,27335,26018,0.01259029,13
2012,Chevrolet,Silverado 1500,"2WD Ext Cab 143.5"" LS",332918,Truck,30920,28825.26,0.03196242,103
2012,Chevrolet,Silverado 1500,"2WD Ext Cab 143.5"" LT",332919,Truck,31400,29271.66,0.03201032,103
2012,Chevrolet,Silverado 1500,"2WD Ext Cab 143.5"" LTZ",332920,Truck,37050,34526.16,0.03252481,103
2012,Chevrolet,Silverado 1500,"2WD Ext Cab 157.5"" Work Truck",332921,Truck,29375,27956,0.01281409,13
2012,Chevrolet,Silverado 1500,"2WD Ext Cab 157.5"" LT",332922,Truck,32510,30303.96,0.03211834,103
2012,Chevrolet,Silverado 1500,"2WD Ext Cab 157.5"" LTZ",332923,Truck,37350,34805.16,0.03254989,103
2012,Chevrolet,Silverado 1500,"2WD Crew Cab 143.5"" Work Truck",332924,Truck,31315,29799,0.01301295,13
2012,Chevrolet,Silverado 1500,"2WD Crew Cab 143.5"" LS",332925,Truck,32990,30750.36,0.03216392,103
2012,Chevrolet,Silverado 1500,"2WD Crew Cab 143.5"" LT",332926,Truck,33765,31471.1,0.03223612,103
2012,Chevrolet,Silverado 1500,"2WD Crew Cab 143.5"" Xtra Fuel Economy",332927,Truck,35520,33103.26,0.03239368,103
2012,Chevrolet,Silverado 1500,"2WD Crew Cab 143.5"" LTZ",332928,Truck,40285,37534.7,0.03278511,103
2012,Chevrolet,Silverado 1500,"4WD Reg Cab 119.0"" Work Truck",332929,Truck,26630,25604.61,0.00978508,36
2012,Chevrolet,Silverado 1500,"4WD Reg Cab 119.0"" LT",332930,Truck,32105,29927.3,0.03137249,103
2012,Chevrolet,Silverado 1500,"4WD Reg Cab 133.0"" Work Truck",332931,Truck,26930,25892.61,0.00981992,36
2012,Chevrolet,Silverado 1500,"4WD Reg Cab 133.0"" LT",332932,Truck,32405,30206.3,0.03140141,103
2012,Chevrolet,Silverado 1500,"4WD Ext Cab 143.5"" Work Truck",332933,Truck,31415,29894,0.01231599,13
2012,Chevrolet,Silverado 1500,"4WD Ext Cab 143.5"" LS",332934,Truck,34170,31847.76,0.03156632,103
2012,Chevrolet,Silverado 1500,"4WD Ext Cab 143.5"" LT",332935,Truck,34650,32294.16,0.03160969,103
2012,Chevrolet,Silverado 1500,"4WD Ext Cab 143.5"" LTZ",332936,Truck,40200,37455.66,0.03207166,103
2012,Chevrolet,Silverado 1500,"4WD Ext Cab 157.5"" Work Truck",332937,Truck,32525,30948.5,0.01242396,13
2012,Chevrolet,Silverado 1500,"4WD Ext Cab 157.5"" LT",332938,Truck,35755,33321.8,0.03170731,103
2012,Chevrolet,Silverado 1500,"4WD Ext Cab 157.5"" LTZ",332939,Truck,40500,37734.66,0.03209478,103
2012,Chevrolet,Silverado 1500,"4WD Crew Cab 143.5"" Work Truck",332940,Truck,34465,32791.5,0.01260411,13
2012,Chevrolet,Silverado 1500,"4WD Crew Cab 143.5"" LS",332941,Truck,36165,33703.1,0.03174276,103
2012,Chevrolet,Silverado 1500,"4WD Crew Cab 143.5"" LT",332942,Truck,36965,34447.1,0.03181079,103
2012,Chevrolet,Silverado 1500,"4WD Crew Cab 143.5"" LTZ",332943,Truck,43435,40464.2,0.03231233,103
2012,Chevrolet,Silverado 1500 Hybrid,"2WD Crew Cab 143.5"" 1HY",333064,Truck,40635,38454.8,0.03756716,-1
2012,Chevrolet,Silverado 1500 Hybrid,"2WD Crew Cab 143.5"" 2HY",333065,Truck,47415,44861.9,0.03907345,-1
2012,Chevrolet,Silverado 1500 Hybrid,"4WD Crew Cab 143.5"" 1HY",333066,Truck,43835,41478.8,0.0383122,-1
2012,Chevrolet,Silverado 1500 Hybrid,"4WD Crew Cab 143.5"" 2HY",333067,Truck,50615,47885.9,0.03979722,-1
2012,Ford,Flex,4dr SEL AWD,333563,Wagon,34775,32530,0.06671832,9
2012,Ford,Flex,4dr SE FWD,333564,Wagon,30290,28743,0.04757291,3
2012,Ford,Flex,4dr SEL FWD,333565,Wagon,32925,30846,0.06725521,9
2012,Ford,Flex,4dr Limited FWD,333566,Wagon,36590,34181,0.06758339,9
2012,Ford,Flex,4dr Limited AWD,333567,Wagon,38440,35864,0.06702988,9
2012,Ford,Flex,4dr Limited AWD w/EcoBoost,333568,Wagon,41435,38590,0.06726318,9
2012,Ford,Flex,4dr Titanium FWD,333569,Wagon,39085,36452,0.0677885,9
2012,Ford,Flex,4dr Titanium AWD,333570,Wagon,40935,38135,0.06722543,9
2012,Ford,Flex,4dr Titanium AWD w/EcoBoost,333571,Wagon,43930,40860,0.06744499,9
2012,Lincoln,MKT,4dr Wagon 3.7L FWD,333773,Wagon,45175,42549,0.05871038,2
2012,Lincoln,MKT,4dr Wagon 3.5L AWD w/EcoBoost,333774,Wagon,47170,44404,0.05963681,2
2012,Kia,Sedona,4dr Wagon LX,333805,Van,25700,24965,0.0172321,19
2012,Kia,Sedona,4dr Wagon EX,333806,Van,29990,28075,0.02773172,3
2012,Ford,Escape,FWD 4dr XLS,333837,SUV,22265,21140,0.05615449,-1
2012,Ford,Escape,FWD 4dr XLT,333838,SUV,25695,24047,0.07932387,51
2012,Ford,Escape,FWD 4dr Limited,333839,SUV,27195,25412,0.07950029,51
2012,Ford,Escape,FWD 4dr Hybrid,333840,SUV,31395,29234,0.07994685,51
2012,Ford,Escape,FWD 4dr Hybrid Limited,333841,SUV,33905,31517,0.08018601,51
2012,Ford,Escape,4WD 4dr XLT,333843,SUV,27445,25640,0.07882186,51
2012,Ford,Escape,4WD 4dr Limited,333844,SUV,28945,27005,0.07898733,51
2012,Ford,Escape,4WD 4dr Hybrid,333845,SUV,33145,30827,0.07940864,51
2012,Ford,Escape,4WD 4dr Hybrid Limited,333846,SUV,35655,33110,0.07963562,51
2012,Mercedes-Benz,CLS-Class,4dr Sedan CLS550 RWD,333983,Sedan,72175,67184,0.12748547,10
2012,Mercedes-Benz,CLS-Class,4dr Sedan CLS63 AMG RWD,333984,Sedan,95775,89132,0.12743946,10
2012,Hyundai,Accent,4dr Sedan Man GLS,333985,Sedan,13320,13019,0.05701374,4
2012,Hyundai,Accent,4dr Sedan Auto GLS,333987,Sedan,16070,15646,0.06008685,4
2012,Hyundai,Accent,5dr HB Man GS,333988,Hatchback,15470,15073,0.04879181,8
2012,Hyundai,Accent,5dr HB Auto GS,333989,Hatchback,16670,16219,0.05001505,8
2012,Hyundai,Accent,5dr HB Man SE,333990,Hatchback,16670,16219,0.05001505,8
2012,Hyundai,Accent,5dr HB Auto SE,333991,Hatchback,17670,17174,0.05096895,8
2012,Mercedes-Benz,SLK-Class,2dr Roadster SLK250,333992,Convertible,43375,40400,0.11073617,2
2012,Mercedes-Benz,SLK-Class,2dr Roadster SLK350,333995,Convertible,55675,51839,0.11611695,1
2012,Volkswagen,Jetta Sedan,4dr Manual Base,334014,Sedan,16285,15664,0.07475727,80
2012,Volkswagen,Jetta Sedan,4dr Auto Base,334015,Sedan,17385,16720,0.07474664,80
2012,Volkswagen,Jetta Sedan,4dr Manual S,334016,Sedan,17415,16749,0.07474636,80
2012,Volkswagen,Jetta Sedan,4dr Auto S,334017,Sedan,18515,17805,0.0747364,80
2012,Volkswagen,Jetta Sedan,4dr Manual SE,334018,Sedan,19495,18747,0.07400146,80
2012,Volkswagen,Jetta Sedan,4dr Auto SE,334020,Sedan,20595,19803,0.07399254,80
2012,Volkswagen,Jetta Sedan,4dr Manual SE w/Convenience,334022,Sedan,20845,20043,0.07399058,80
2012,Volkswagen,Jetta Sedan,4dr Auto SE w/Convenience,334024,Sedan,21945,21098,0.07398221,80
2012,Volkswagen,Jetta Sedan,4dr Manual SE w/Convenience & Sunroof,334026,Sedan,22185,21328,0.07398045,80
2012,Volkswagen,Jetta Sedan,4dr Auto SE w/Convenience & Sunroof,334028,Sedan,23285,22384,0.07397258,80
2012,Volkswagen,Jetta Sedan,4dr Manual SEL,334034,Sedan,24215,23277,0.07396621,80
2012,Volkswagen,Jetta Sedan,4dr Auto SEL,334036,Sedan,25315,24333,0.07395898,80
2012,Volkswagen,Jetta Sedan,4dr Auto SEL w/Premium,334040,Sedan,25575,24583,0.07395732,80
2012,Volkswagen,Jetta Sedan,4dr Manual TDI,334041,Sedan,23545,22634,0.07469732,80
2012,Volkswagen,Jetta Sedan,4dr DSG TDI,334043,Sedan,24645,23691,0.07468989,80
2012,Volkswagen,Jetta Sedan,4dr Manual TDI w/Premium,334044,Sedan,24985,24017,0.07468767,80
2012,Volkswagen,Jetta Sedan,4dr DSG TDI w/Premium,334045,Sedan,26085,25073,0.07468066,80
2012,Volkswagen,Jetta Sedan,4dr Manual TDI w/Premium & Nav,334046,Sedan,26115,25101,0.07468047,80
2012,Volkswagen,Jetta Sedan,4dr DSG TDI w/Premium & Nav,334047,Sedan,27215,26157,0.07467376,80
2012,Volkswagen,Jetta Sedan,4dr Manual S w/Sunroof,334048,Sedan,18565,17853,0.07473596,80
2012,Volkswagen,Jetta Sedan,4dr Auto S w/Sunroof,334049,Sedan,19665,18909,0.0747266,80
2012,Volkswagen,Jetta SportWagen,4dr Manual S,334097,Sedan,20965,20157,0.03710067,7
2012,Volkswagen,Jetta SportWagen,4dr Auto S,334099,Sedan,22065,21213,0.03709236,7
2012,Volkswagen,Jetta SportWagen,4dr Auto SE,334101,Sedan,24980,24012,0.03707218,7
2012,Volkswagen,Jetta SportWagen,4dr Auto SE w/Sunroof,334103,Sedan,26730,25693,0.03706117,7
2012,Volkswagen,Jetta SportWagen,4dr Manual TDI,334105,Sedan,26310,25287,0.03779029,7
2012,Volkswagen,Jetta SportWagen,4dr DSG TDI,334106,Sedan,27410,26344,0.03778363,7
2012,Volkswagen,Jetta SportWagen,4dr Manual TDI w/Sunroof,334107,Sedan,28060,26968,0.03777982,7
2012,Volkswagen,Jetta SportWagen,4dr DSG TDI w/Sunroof,334108,Sedan,29160,28025,0.03777357,7
2012,Volkswagen,Jetta SportWagen,4dr Manual TDI w/Sunroof & Nav,334109,Sedan,28890,27764,0.03777508,7
2012,Volkswagen,Jetta SportWagen,4dr DSG TDI w/Sunroof & Nav,334110,Sedan,29990,28821,0.03776901,7
2012,Audi,TT RS,2dr Coupe MT quattro 2.5T,334111,Coupe,57725,53746,0.02547324,-1
2012,Audi,A3,4dr HB Man FrontTrak 2.0T Premium,334119,Hatchback,28145,26236,0.06206353,6
2012,Audi,A3,4dr HB Man FrontTrak 2.0T Premium Plus,334120,Hatchback,28145,26236,0.06206353,6
2012,Audi,A3,4dr HB S tronic FrontTrak 2.0T Premium,334123,Hatchback,29625,27612,0.06290269,6
2012,Audi,A3,4dr HB S tronic FrontTrak 2.0T Premium Plus,334124,Hatchback,29625,27612,0.06290269,6
2012,Audi,A3,4dr HB S tronic FrontTrak 2.0 TDI Premium,334127,Hatchback,31125,29008,0.06371145,6
2012,Audi,A3,4dr HB S tronic FrontTrak 2.0 TDI Premium Plus,334128,Hatchback,31125,29008,0.06371145,6
2012,Audi,A3,4dr HB S tronic quattro 2.0T Premium,334129,Hatchback,31725,29566,0.06284703,6
2012,Audi,A3,4dr HB S tronic quattro 2.0T Premium Plus,334130,Hatchback,31725,29566,0.06284703,6
2012,Audi,S5,2dr Coupe Man Prestige,334348,Coupe,54775,51003,0.07377763,1
2012,Audi,S5,2dr Coupe Man Premium Plus,334349,Coupe,54775,51003,0.07377763,1
2012,Audi,S5,2dr Coupe Auto Premium Plus,334350,Coupe,55975,52119,0.07413248,1
2012,Audi,S5,2dr Coupe Auto Prestige,334351,Coupe,55975,52119,0.07413248,1
2012,Audi,S5,2dr Cabriolet Premium Plus,334352,Convertible,60175,56025,0.07462202,-1
2012,Audi,S5,2dr Cabriolet Prestige,334353,Convertible,60175,56025,0.07462202,-1
2012,Volkswagen,Golf,2dr HB Man,334354,Hatchback,18765,18045,0.07321853,19
2012,Volkswagen,Golf,2dr HB Auto,334356,Hatchback,19865,19101,0.07320927,19
2012,Volkswagen,Golf,2dr HB Man TDI,334358,Hatchback,25005,24036,0.0738984,19
2012,Volkswagen,Golf,2dr HB DSG TDI,334359,Hatchback,26105,25092,0.0738914,19
2012,Volkswagen,Golf,4dr HB Auto,334360,Hatchback,20565,19773,0.07320364,19
2012,Volkswagen,Golf,4dr HB Man TDI,334362,Hatchback,25705,24707,0.07389391,19
2012,Volkswagen,Golf,4dr HB DSG TDI,334363,Hatchback,26805,25763,0.0738871,19
2012,Volkswagen,Golf,2dr HB Man w/Conv,334364,Hatchback,19610,18856,0.07321137,19
2012,Volkswagen,Golf,2dr HB Auto w/Conv & Sunroof,334366,Hatchback,22525,21655,0.07318884,19
2012,Volkswagen,Golf,4dr HB Auto w/Conv,334368,Hatchback,21410,20584,0.07319709,19
2012,Volkswagen,Golf,2dr HB Man w/Conv & Sunroof,334370,Hatchback,21425,20599,0.07319698,19
2012,Volkswagen,Golf,4dr HB Auto w/Conv & Sunroof,334373,Hatchback,23225,22327,0.07318386,19
2012,Volkswagen,Golf,2dr HB Man TDI w/Sunroof & Nav,334375,Hatchback,26725,25687,0.07388758,19
2012,Volkswagen,Golf,2dr HB DSG TDI w/Sunroof & Nav,334376,Hatchback,27825,26743,0.07388102,19
2012,Volkswagen,Golf,4dr HB Man TDI w/Sunroof & Nav,334377,Hatchback,27425,26359,0.07388338,19
2012,Volkswagen,Golf,4dr HB DSG TDI w/Sunroof & Nav,334378,Hatchback,28525,27415,0.07387698,19
2012,Volkswagen,Golf,2dr HB Man TDI w/Tech Pkg,334379,Hatchback,28410,27304,0.07387764,19
2012,Volkswagen,Golf,2dr HB DSG TDI w/Tech Pkg,334380,Hatchback,29510,28360,0.07387146,19
2012,Volkswagen,Golf,4dr HB Man TDI w/Tech Pkg,334381,Hatchback,29110,27976,0.07387368,19
2012,Volkswagen,Golf,4dr HB DSG TDI w/Tech Pkg,334382,Hatchback,30210,29032,0.07386765,19
2012,Audi,A8,4dr Sedan,334383,Sedan,79625,74112,0.06489726,-1
2012,Audi,A8 L,4dr Sedan,334396,Sedan,85575,79647,0.06878516,1
2012,Dodge,Durango,2WD 4dr SXT,334404,SUV,29990,28651,0.04084857,20
2012,Dodge,Durango,2WD 4dr Crew,334405,SUV,34790,33019,0.04131022,20
2012,Dodge,Durango,2WD 4dr Citadel,334406,SUV,41990,39571,0.04189511,20
2012,Dodge,Durango,2WD 4dr Heat *Ltd Avail*,334407,SUV,31810,30294,0.04103177,20
2012,Dodge,Durango,2WD 4dr R/T,334408,SUV,36790,34839,0.04148402,20
2012,Dodge,Durango,AWD 4dr SXT,334409,SUV,32190,30718,0.04036182,20
2012,Dodge,Durango,AWD 4dr Crew,334410,SUV,36990,35086,0.040794,20
2012,Dodge,Durango,AWD 4dr Citadel,334411,SUV,44190,41638,0.04134702,20
2012,Dodge,Durango,AWD 4dr Heat *Ltd Avail*,334412,SUV,33860,32224,0.04051909,20
2012,Dodge,Durango,AWD 4dr R/T,334413,SUV,39390,37270,0.04098948,20
2012,Audi,A4,4dr Sedan CVT FrontTrak 2.0T Prestige,334414,Sedan,33375,31102,0.0755263,3
2012,Audi,A4,4dr Sedan CVT FrontTrak 2.0T Premium Plus,334415,Sedan,33375,31102,0.0755263,3
2012,Audi,A4,4dr Sedan CVT FrontTrak 2.0T Premium,334416,Sedan,33375,31102,0.0755263,3
2012,Audi,A4,4dr Sedan Man quattro 2.0T Premium,334417,Sedan,34175,31845,0.07473709,3
2012,Audi,A4,4dr Sedan Man quattro 2.0T Premium Plus,334418,Sedan,34175,31845,0.07473709,3
2012,Audi,A4,4dr Sedan Man quattro 2.0T Prestige,334419,Sedan,34175,31845,0.07473709,3
2012,Audi,A4,4dr Sedan Auto quattro 2.0T Premium,334420,Sedan,35475,33053,0.0753484,3
2012,Audi,A4,4dr Sedan Auto quattro 2.0T Premium Plus,334421,Sedan,35475,33053,0.0753484,3
2012,Audi,A4,4dr Sedan Auto quattro 2.0T Prestige,334422,Sedan,35475,33053,0.0753484,3
2012,Audi,A4,4dr Avant Wagon Auto quattro 2.0T Premium,334423,Wagon,37275,34727,0.06548684,1
2012,Audi,A4,4dr Avant Wagon Auto quattro 2.0T Premium  Plus,334424,Wagon,37275,34727,0.06548684,1
2012,Audi,A4,4dr Avant Wagon Auto quattro 2.0T Prestige,334425,Wagon,37275,34727,0.06548684,1
2012,Audi,TT,2dr Coupe S tronic quattro 2.0T Premium Plus,334443,Coupe,39175,36495,0.04214882,-1
2012,Audi,TT,2dr Coupe S tronic quattro 2.0T Prestige,334444,Coupe,39175,36495,0.042326,-1
2012,Audi,TT,2dr Roadster S tronic quattro 2.0T Premium Plus,334445,Convertible,42175,39285,0.05351649,-1
2012,Audi,TT,2dr Roadster S tronic quattro 2.0T Prestige,334446,Convertible,42175,39285,0.05373059,-1
2012,Audi,TTS,2dr Coupe S tronic quattro 2.0T Premium Plus,334447,Coupe,47875,44585,0.04128721,-1
2012,Audi,TTS,2dr Coupe S tronic quattro 2.0T Prestige,334448,Coupe,47875,44585,0.04137272,-1
2012,Audi,TTS,2dr Roadster S tronic quattro 2.0T Premium Plus,334449,Convertible,50875,47375,0.0532171,-1
2012,Audi,TTS,2dr Roadster S tronic quattro 2.0T Prestige,334450,Convertible,50875,47375,0.05331784,-1
